p,t,maximizing_S_count,affine_orbit_count,normalized_models_enumerated,additive_energy_p25,additive_energy_p50,additive_energy_p75,additive_energy_p99,energy_distribution_complete,proven,search_method
3,1,3,,0,,,,,false,true,analytic
5,1,10,,0,,,,,false,true,analytic
5,2,10,,0,,,,,false,true,analytic
7,1,35,,0,,,,,false,true,analytic
7,2,21,1,3,19,19,19,19,true,true,sat_certified
7,3,35,,0,,,,,false,true,analytic
11,1,462,,0,,,,,false,true,analytic
11,2,22,1,4,65,65,65,65,true,true,sat_certified
11,3,55,1,10,85,85,85,85,true,true,sat_certified
11,4,55,1,10,85,85,85,85,true,true,sat_certified
11,5,462,,0,,,,,false,true,analytic
13,1,1716,,0,,,,,false,true,analytic
13,2,312,2,60,118,118,118,118,true,true,sat_certified
13,3,260,3,50,130,130,146,146,true,true,sat_certified
13,4,78,1,15,146,146,146,146,true,true,sat_certified
13,5,78,1,15,146,146,146,146,true,true,sat_certified
13,6,1716,,0,,,,,false,true,analytic
17,1,24310,,0,,,,,false,true,analytic
17,2,1088,4,224,272,272,280,288,true,true,sat_certified
17,3,408,2,84,272,272,344,344,true,true,sat_certified
17,4,476,3,98,320,320,344,344,true,true,sat_certified
17,5,136,1,28,344,344,344,344,true,true,sat_certified
17,6,136,1,28,344,344,344,344,true,true,sat_certified
17,7,136,1,28,344,344,344,344,true,true,sat_certified
17,8,24310,,0,,,,,false,true,analytic
19,1,92378,,0,,,,,false,true,analytic
19,2,4313,16,908,385,393,401,417,true,true,sat_certified
19,3,171,1,36,401,401,401,401,true,true,sat_certified
19,4,171,1,36,489,489,489,489,true,true,sat_certified
19,5,171,1,36,489,489,489,489,true,true,sat_certified
19,6,171,1,36,489,489,489,489,true,true,sat_certified
19,7,171,1,36,489,489,489,489,true,true,sat_certified
19,8,171,1,36,489,489,489,489,true,true,sat_certified
19,9,92378,,0,,,,,false,true,analytic
23,1,1352078,,0,,,,,false,true,analytic
23,2,2024,6,440,699,707,731,779,true,true,sat_certified
23,3,506,2,110,731,731,779,779,true,true,sat_certified
23,4,506,2,110,779,779,891,891,true,true,sat_certified
23,5,253,1,55,891,891,891,891,true,true,sat_certified
23,6,253,1,55,891,891,891,891,true,true,sat_certified
23,7,253,1,55,891,891,891,891,true,true,sat_certified
23,8,253,1,55,891,891,891,891,true,true,sat_certified
23,9,253,1,55,891,891,891,891,true,true,sat_certified
23,10,253,1,55,891,891,891,891,true,true,sat_certified
23,11,1352078,,0,,,,,false,true,analytic
29,1,77558760,,0,,,,,false,true,analytic
29,2,45,,,1450,1450,1450,1450,false,false,constructive_bruteforce
29,3,179,,,1438,1442,1506,1506,false,false,constructive_bruteforce
29,4,92,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,5,105,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,6,117,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,7,319,,,1786,1786,1834,1834,false,false,constructive_bruteforce
29,8,96,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,9,125,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,10,118,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,11,61,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,12,38,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,13,10,,,1834,1834,1834,1834,false,false,constructive_bruteforce
29,14,77558760,,0,,,,,false,true,analytic
31,1,300540195,,0,,,,,false,true,analytic
31,2,251,,,1735,1743,1791,1903,false,false,constructive_bruteforce
31,3,17,,,1775,1775,1815,2039,false,false,constructive_bruteforce
31,4,111,,,2039,2255,2255,2255,false,false,constructive_bruteforce
31,5,229,,,2203,2203,2255,2255,false,false,constructive_bruteforce
31,6,83,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,7,81,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,8,111,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,9,112,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,10,96,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,11,68,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,12,50,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,13,31,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,14,11,,,2255,2255,2255,2255,false,false,constructive_bruteforce
31,15,300540195,,0,,,,,false,true,analytic
37,1,17672631900,,0,,,,,false,true,analytic
37,2,76,,,3190,3190,3230,3230,false,false,constructive_bruteforce
37,3,5,,,3146,3146,3146,3146,false,false,constructive_bruteforce
37,4,38,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,5,57,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,6,168,,,3830,3830,3894,3894,false,false,constructive_bruteforce
37,7,66,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,8,81,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,9,213,,,3830,3830,3894,3894,false,false,constructive_bruteforce
37,10,69,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,11,65,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,12,43,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,13,25,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,14,20,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,15,12,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,16,9,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,17,10,,,3894,3894,3894,3894,false,false,constructive_bruteforce
37,18,17672631900,,0,,,,,false,true,analytic
41,1,269128937220,,0,,,,,false,true,analytic
41,2,61,,,4424,4472,4472,4472,false,false,constructive_bruteforce
41,3,16,,,4300,4444,4444,4444,false,false,constructive_bruteforce
41,4,114,,,4656,5268,5268,5340,false,false,constructive_bruteforce
41,5,60,,,5268,5268,5340,5340,false,false,constructive_bruteforce
41,6,42,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,7,38,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,8,24,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,9,71,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,10,193,,,5268,5268,5340,5340,false,false,constructive_bruteforce
41,11,66,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,12,69,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,13,29,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,14,20,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,15,12,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,16,15,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,17,19,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,18,11,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,19,12,,,5340,5340,5340,5340,false,false,constructive_bruteforce
41,20,269128937220,,0,,,,,false,true,analytic
43,1,1052049481860,,0,,,,,false,true,analytic
43,2,50,,,5109,5149,5197,5205,false,false,constructive_bruteforce
43,3,21,,,4989,5125,5125,5637,false,false,constructive_bruteforce
43,4,3,,,5205,5205,5205,5205,false,false,constructive_bruteforce
43,5,10,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,6,22,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,7,61,,,6105,6105,6181,6181,false,false,constructive_bruteforce
43,8,28,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,9,13,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,10,24,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,11,22,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,12,23,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,13,22,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,14,8,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,15,4,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,16,5,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,17,7,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,18,5,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,19,6,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,20,4,,,6181,6181,6181,6181,false,false,constructive_bruteforce
43,21,1052049481860,,0,,,,,false,true,analytic
47,1,16123801841550,,0,,,,,false,true,analytic
47,2,11,,,6743,6903,6903,6903,false,false,constructive_bruteforce
47,3,30,,,7123,7123,7191,7599,false,false,constructive_bruteforce
47,4,1,,,6903,6903,6903,6903,false,false,constructive_bruteforce
47,5,10,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,6,14,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,7,18,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,8,12,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,9,18,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,10,15,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,11,21,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,12,29,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,13,18,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,14,11,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,15,19,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,16,7,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,17,8,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,18,5,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,19,7,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,20,5,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,21,6,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,22,4,,,8119,8119,8119,8119,false,false,constructive_bruteforce
47,23,16123801841550,,0,,,,,false,true,analytic
53,1,973469712824056,,0,,,,,false,true,analytic
53,2,6,,,9830,9830,9830,9830,false,false,constructive_bruteforce
53,3,3,,,9982,9982,9982,9982,false,false,constructive_bruteforce
53,4,41,,,9830,10030,10102,11726,false,false,constructive_bruteforce
53,5,12,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,6,13,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,7,10,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,8,16,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,9,12,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,10,19,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,11,17,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,12,17,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,13,42,,,11630,11630,11726,11726,false,false,constructive_bruteforce
53,14,11,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,15,5,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,16,12,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,17,8,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,18,9,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,19,9,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,20,7,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,21,5,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,22,4,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,23,9,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,24,5,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,25,3,,,11726,11726,11726,11726,false,false,constructive_bruteforce
53,26,973469712824056,,0,,,,,false,true,analytic
59,1,59132290782430712,,0,,,,,false,true,analytic
59,2,30,,,13469,13533,13549,13789,false,false,constructive_bruteforce
59,3,1,,,13261,13261,13261,13261,false,false,constructive_bruteforce
59,4,5,,,13789,13789,14189,14189,false,false,constructive_bruteforce
59,5,11,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,6,18,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,7,19,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,8,11,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,9,11,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,10,10,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,11,9,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,12,12,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,13,7,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,14,14,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,15,8,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,16,7,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,17,9,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,18,10,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,19,9,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,20,5,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,21,9,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,22,5,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,23,6,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,24,6,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,25,6,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,26,3,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,27,5,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,28,5,,,16269,16269,16269,16269,false,false,constructive_bruteforce
59,29,59132290782430712,,0,,,,,false,true,analytic
61,1,232714176627630544,,0,,,,,false,true,analytic
61,2,7,,,14950,14950,15030,15030,false,false,constructive_bruteforce
61,3,3,,,13938,13938,13938,13938,false,false,constructive_bruteforce
61,4,6,,,15314,15314,15314,15314,false,false,constructive_bruteforce
61,5,40,,,17898,17898,18010,18010,false,false,constructive_bruteforce
61,6,34,,,17898,17898,18010,18010,false,false,constructive_bruteforce
61,7,11,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,8,9,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,9,9,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,10,22,,,17898,17898,18010,18010,false,false,constructive_bruteforce
61,11,12,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,12,13,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,13,10,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,14,9,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,15,33,,,17898,17898,18010,18010,false,false,constructive_bruteforce
61,16,8,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,17,7,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,18,7,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,19,7,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,20,8,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,21,9,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,22,4,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,23,6,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,24,4,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,25,7,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,26,5,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,27,7,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,28,3,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,29,9,,,18010,18010,18010,18010,false,false,constructive_bruteforce
61,30,232714176627630544,,0,,,,,false,true,analytic
67,1,14226520737620288370,,0,,,,,false,true,analytic
67,2,21,,,19993,20073,20153,20169,false,false,constructive_bruteforce
67,3,7,,,21001,21193,21961,21961,false,false,constructive_bruteforce
67,4,6,,,20593,20593,21193,21193,false,false,constructive_bruteforce
67,5,10,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,6,13,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,7,11,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,8,14,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,9,9,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,10,10,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,11,31,,,23845,23845,23969,23969,false,false,constructive_bruteforce
67,12,11,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,13,11,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,14,10,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,15,10,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,16,3,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,17,10,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,18,3,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,19,8,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,20,5,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,21,7,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,22,5,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,23,5,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,24,7,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,25,7,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,26,9,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,27,4,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,28,4,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,29,5,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,30,2,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,31,3,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,32,3,,,23969,23969,23969,23969,false,false,constructive_bruteforce
67,33,14226520737620288370,,0,,,,,false,true,analytic
71,1,221256270138418389602,,0,,,,,false,true,analytic
71,2,4,,,23859,23859,24195,24195,false,false,constructive_bruteforce
71,3,1,,,25435,25435,25435,25435,false,false,constructive_bruteforce
71,4,2,,,24195,24195,24195,24195,false,false,constructive_bruteforce
71,5,7,,,28463,28595,28595,28595,false,false,constructive_bruteforce
71,6,3,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,7,6,,,28463,28463,28595,28595,false,false,constructive_bruteforce
71,8,3,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,9,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,10,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,11,4,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,12,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,13,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,14,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,15,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,16,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,17,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,18,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,19,3,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,20,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,21,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,22,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,23,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,24,3,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,25,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,26,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,27,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,28,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,29,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,30,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,31,1,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,32,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,33,3,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,34,2,,,28595,28595,28595,28595,false,false,constructive_bruteforce
71,35,221256270138418389602,,0,,,,,false,true,analytic
73,1,873065282167813104916,,0,,,,,false,true,analytic
73,2,2,,,25520,25520,25824,25824,false,false,constructive_bruteforce
73,3,1,,,27752,27752,27752,27752,false,false,constructive_bruteforce
73,4,4,,,30980,30980,31116,31116,false,false,constructive_bruteforce
73,5,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,6,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,7,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,8,4,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,9,3,,,30980,30980,31116,31116,false,false,constructive_bruteforce
73,10,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,11,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,12,6,,,30980,30980,31116,31116,false,false,constructive_bruteforce
73,13,3,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,14,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,15,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,16,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,17,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,18,3,,,30980,31116,31116,31116,false,false,constructive_bruteforce
73,19,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,20,3,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,21,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,22,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,23,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,24,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,25,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,26,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,27,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,28,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,29,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,30,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,31,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,32,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,33,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,34,1,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,35,2,,,31116,31116,31116,31116,false,false,constructive_bruteforce
73,36,873065282167813104916,,0,,,,,false,true,analytic
79,1,53753604366668088230810,,0,,,,,false,true,analytic
79,2,5,,,31747,31779,31787,31835,false,false,constructive_bruteforce
79,3,1,,,34575,34575,34575,34575,false,false,constructive_bruteforce
79,4,2,,,38047,38047,39559,39559,false,false,constructive_bruteforce
79,5,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,6,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,7,3,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,8,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,9,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,10,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,11,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,12,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,13,5,,,39411,39559,39559,39559,false,false,constructive_bruteforce
79,14,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,15,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,16,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,17,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,18,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,19,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,20,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,21,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,22,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,23,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,24,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,25,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,26,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,27,3,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,28,3,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,29,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,30,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,31,2,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,32,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,33,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,34,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,35,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,36,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,37,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,38,1,,,39559,39559,39559,39559,false,false,constructive_bruteforce
79,39,53753604366668088230810,,0,,,,,false,true,analytic
83,1,839455243105945545123660,,0,,,,,false,true,analytic
83,2,2,,,36693,36693,36741,36741,false,false,constructive_bruteforce
83,3,1,,,40409,40409,40409,40409,false,false,constructive_bruteforce
83,4,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,5,3,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,6,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,7,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,8,3,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,9,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,10,3,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,11,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,12,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,13,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,14,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,15,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,16,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,17,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,18,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,19,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,20,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,21,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,22,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,23,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,24,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,25,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,26,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,27,4,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,28,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,29,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,30,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,31,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,32,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,33,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,34,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,35,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,36,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,37,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,38,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,39,1,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,40,2,,,45961,45961,45961,45961,false,false,constructive_bruteforce
83,41,839455243105945545123660,,0,,,,,false,true,analytic
89,1,51913710643776705684835560,,0,,,,,false,true,analytic
